id,observed_on,time_observed_at,quality_grade,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_order_name,taxon_family_name
36466853,8/12/19,2019-12-08 22:47:00 UTC,research,"Tanglin, Singapore",1.319546071,103.8164366,122,122,,open,FALSE,,,Sumatran Gliding Lizard,Draco sumatranus,Sumatran Flying Dragon,Reptilia,99567,Squamata,Agamidae
36466854,8/12/19,2019-12-08 22:49:00 UTC,research,"Tanglin, Singapore",1.320146727,103.8164366,122,122,,open,FALSE,,,Sumatran Gliding Lizard,Draco sumatranus,Sumatran Flying Dragon,Reptilia,99567,Squamata,Agamidae
36466855,8/12/19,2019-12-08 23:09:00 UTC,research,"Tanglin, Singapore",1.318087336,103.8166941,122,122,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36466857,8/12/19,2019-12-08 23:28:00 UTC,research,"Tanglin, Singapore",1.31791572,103.8130892,122,122,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
36476016,12/1/11,2011-01-12 07:15:00 UTC,research,Singapore,1.352083,103.819836,17482,17482,,open,FALSE,,,Sumatran Gliding Lizard,Draco sumatranus,Sumatran Flying Dragon,Reptilia,99567,Squamata,Agamidae
36496953,3/12/18,2018-12-04 02:19:00 UTC,research,新加坡东陵,1.307265795,103.8166834,4,4,,open,FALSE,,,veverka znamenaná,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36515967,13/1/11,2011-01-13 06:14:00 UTC,research,,1.517209748,103.7411981,212,31446,,obscured,TRUE,,,Smooth-coated Otter,Lutrogale perspicillata,Smooth-coated Otter,Mammalia,41856,Carnivora,Mustelidae
36526064,3/12/18,2018-12-04 01:15:00 UTC,research,新加坡东陵,1.312038748,103.8165294,8,8,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
36582733,11/12/19,2019-12-11 02:31:00 UTC,research,"90 Yishun Central, Singapore 768828",1.4245534,103.8381574,277,277,,open,FALSE,,,Asian Painted Frog,Kaloula pulchra,Asian Painted Frog,Amphibia,326303,Anura,Microhylidae
36582759,11/12/19,2019-12-11 00:51:00 UTC,research,"90 Yishun Central, Singapore 768828",1.4245534,103.8381574,277,277,,open,FALSE,,,Asian Painted Frog,Kaloula pulchra,Asian Painted Frog,Amphibia,326303,Anura,Microhylidae
36582859,12/12/19,2019-12-12 03:39:00 UTC,research,"MacRitchie Reservoir, Singapore",1.3447621,103.8223506,1450,1450,,,FALSE,,,Green Crested Lizard,Bronchocela cristatella,Green Crested Lizard,Reptilia,31302,Squamata,Agamidae
36610708,12/12/19,2019-12-12 05:00:12 UTC,research,"Tyersall Avenue, Holland Village, Singapore, SG",1.31046667,103.8128967,8,8,,open,FALSE,,,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
36611900,12/12/19,2019-12-12 08:06:00 UTC,research,"90 Yishun Central, Singapore 768828",1.4245534,103.8381574,277,277,,open,FALSE,,,Asian House Gecko,Hemidactylus frenatus,Asian House Gecko,Reptilia,51940,Squamata,Gekkonidae
36631188,24/11/19,2019-11-24 02:39:00 UTC,research,"Sungei Buloh Wetland Reserve, Singapore",1.4479987,103.7245442,563,563,,open,FALSE,,,Mangrove Viper,Trimeresurus purpureomaculatus,Mangrove Viper,Reptilia,98700,Squamata,Viperidae
36631189,24/11/19,2019-11-24 02:59:00 UTC,research,"Sungei Buloh Wetland Reserve, Singapore",1.4479987,103.7245442,563,563,,open,FALSE,,,Saltwater Crocodile,Crocodylus porosus,Saltwater Crocodile,Reptilia,26068,Crocodylia,Crocodylidae
36634197,7/12/19,2019-12-07 05:46:00 UTC,research,"50 Dairy Farm Rd, Singapore",1.3602751,103.777004,212,212,,,FALSE,,,Green Crested Lizard,Bronchocela cristatella,Green Crested Lizard,Reptilia,31302,Squamata,Agamidae
36634428,7/12/19,2019-12-07 08:04:00 UTC,research,"Hindhede Dr, Singapore",1.3489085,103.775735,205,205,,open,FALSE,,,Lesser Short-nosed Fruit Bat,Cynopterus brachyotis,Lesser Short-nosed Fruit Bat,Mammalia,40793,Chiroptera,Pteropodidae
36634429,7/12/19,2019-12-07 07:26:00 UTC,research,"Hindhede Dr, Singapore",1.3489085,103.775735,205,205,,open,FALSE,,,Wagler's Pit Viper,Tropidolaemus wagleri,Wagler's Pit Viper,Reptilia,30936,Squamata,Viperidae
36634430,7/12/19,2019-12-07 08:06:00 UTC,research,"Hindhede Dr, Singapore",1.3489085,103.775735,205,205,,open,FALSE,,,Asian House Gecko,Hemidactylus frenatus,Asian House Gecko,Reptilia,51940,Squamata,Gekkonidae
36634431,7/12/19,2019-12-07 07:51:00 UTC,research,"Hindhede Dr, Singapore",1.3489085,103.775735,205,205,,open,FALSE,,,Sunda Colugo,Galeopterus variegatus,Sunda Colugo,Mammalia,74351,Dermoptera,Cynocephalidae
36639200,12/12/19,2019-12-12 03:54:00 UTC,research,"Bidadari Park Drive, Singapore",1.3398381,103.8733111,195,195,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
36642549,14/12/19,2019-12-14 10:28:00 UTC,research,,1.243763933,103.6914413,15,31447,,obscured,TRUE,,,Smooth-coated Otter,Lutrogale perspicillata,Smooth-coated Otter,Mammalia,41856,Carnivora,Mustelidae
36661613,15/12/19,2019-12-15 03:19:13 UTC,research,"Loewen Road, Tanglin, Singapore, SG",1.30202,103.8128883,35,35,,open,FALSE,,,Asian Common Toad,Duttaphrynus melanostictus,Asian Common Toad,Amphibia,62345,Anura,Bufonidae
36665880,23/11/19,2019-11-23 02:33:00 UTC,research,"Bukit Merah, Singapore",1.272842496,103.8093425,1312,1312,,open,FALSE,,,Common Sun Skink,Eutropis multifasciata,Common Sun Skink,Reptilia,38008,Squamata,Scincidae
36666862,14/12/18,2018-12-15 06:25:00 UTC,research,"Bukit Panjang, 新加坡",1.350509193,103.781412,61,61,,open,FALSE,,,Common Southeast Asian Tree Frog,Polypedates leucomystax,Common Southeast Asian Tree Frog,Amphibia,26592,Anura,Rhacophoridae
36673193,15/12/19,2019-12-15 07:56:00 UTC,research,,1.274419669,103.8658301,15,31447,,obscured,TRUE,,,Crab-eating Macaque,Macaca fascicularis,Long-tailed Macaque,Mammalia,43459,Primates,Cercopithecidae
36717877,16/12/19,2019-12-16 06:32:00 UTC,research,"90 Yishun Central, Singapore 768828",1.4245534,103.8381574,277,277,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36730201,16/12/19,2019-12-16 05:12:00 UTC,research,"301 Neo Tiew Cres, Singapore 718925",1.4479987,103.7245442,629,629,,open,FALSE,,,Mangrove Viper,Trimeresurus purpureomaculatus,Mangrove Viper,Reptilia,98700,Squamata,Viperidae
36730209,16/12/19,2019-12-16 06:10:00 UTC,research,"301 Neo Tiew Cres, Singapore 718925",1.4479987,103.7245442,629,629,,,FALSE,,,Green Crested Lizard,Bronchocela cristatella,Green Crested Lizard,Reptilia,31302,Squamata,Agamidae
36730217,16/12/19,2019-12-16 04:58:00 UTC,research,"301 Neo Tiew Cres, Singapore 718925",1.4479987,103.7245442,629,629,,,FALSE,,,Flat-tailed House Gecko,Hemidactylus platyurus,Flat-tailed House Gecko,Reptilia,33376,Squamata,Gekkonidae
36730218,16/12/19,2019-12-16 05:03:00 UTC,research,"301 Neo Tiew Cres, Singapore 718925",1.4479987,103.7245442,629,629,,open,FALSE,,,Saltwater Crocodile,Crocodylus porosus,Saltwater Crocodile,Reptilia,26068,Crocodylia,Crocodylidae
36742451,18/12/19,2019-12-18 02:13:39 UTC,research,"Sungei Serangoon Park Connector, Singapore, Singapore, SG",1.38066838,103.9040792,8,8,,open,FALSE,,,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
36748812,17/12/19,2019-12-17 05:47:00 UTC,research,"Punggol, Singapore",1.41998081,103.9130193,465,465,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36767598,25/11/19,2019-11-25 07:24:17 UTC,research,"Singapore Botanic Gardens, Holland Village, Singapore, SG",1.320937984,103.8158634,53,53,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
36767775,25/11/19,2019-11-25 05:53:58 UTC,research,"Singapore Botanic Gardens, Holland Village, Singapore, SG",1.308034694,103.8161697,16,16,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
36771087,19/12/19,2019-12-19 06:05:48 UTC,research,"Unnamed Road, Singapore 574317",1.358946537,103.8273658,17,17,,open,FALSE,gps,gps,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
36778311,17/12/19,2019-12-17 04:51:00 UTC,research,"Sungei Buloh Wetland Reserve, Singapore",1.4480715,103.7245725,871,871,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36778315,19/12/19,2019-12-19 07:45:00 UTC,research,"30 Venus Dr, Singapore 573858",1.3599293,103.8272626,210,210,,open,FALSE,,,Wagler's Pit Viper,Tropidolaemus wagleri,Wagler's Pit Viper,Reptilia,30936,Squamata,Viperidae
36793414,30/10/19,2019-10-30 00:21:00 UTC,research,"Lim Chu Kang, Singapore",1.446994749,103.729378,50,50,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36793423,30/10/19,2019-10-30 00:38:00 UTC,research,"Lim Chu Kang, Singapore",1.447600266,103.7301888,24,24,,,FALSE,,,Domestic Dog,Canis familiaris,Domestic Dog,Mammalia,47144,Carnivora,Canidae
36793573,20/12/19,2019-12-20 02:33:29 UTC,research,"Central Catchment Area, Singapore, Singapore, SG",1.351677035,103.818245,426,426,,open,FALSE,,,Wall's Bronzeback,Dendrelaphis cyanochloris,Wall's Bronzeback,Reptilia,26694,Squamata,Colubridae
36819011,21/12/19,2019-12-21 02:25:00 UTC,research,"Pasir Ris, Singapore",1.378315,103.9519,,,,open,FALSE,,,Mangrove Viper,Trimeresurus purpureomaculatus,Mangrove Viper,Reptilia,98700,Squamata,Viperidae
36819079,21/12/19,2019-12-21 04:57:37 UTC,research,"Jurong Bird Park, Tanjong Kling, Singapore, SG",1.31922542,103.7064867,276,276,,open,FALSE,,,Green Iguana,Iguana iguana,Green Iguana,Reptilia,35342,Squamata,Iguanidae
36819126,4/8/19,2019-08-04 00:46:00 UTC,research,"North Eastern Islands, Singapore",1.410399332,103.9897483,90,90,,open,FALSE,,,Banded Krait,Bungarus fasciatus,Banded Krait,Reptilia,30448,Squamata,Elapidae
36819320,21/12/19,2019-12-21 07:31:00 UTC,research,"91 Labrador Villa Rd Singapore 119190 Labrador Villa Rd, Singapore 119190",1.2664366,103.8021417,212,212,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36819459,21/12/19,2019-12-21 01:36:00 UTC,research,"Eng Neo Ave-PIE, Singapore",1.341501948,103.8003344,821,821,,,FALSE,,,Painted Bronzeback,Dendrelaphis pictus,Painted Bronzeback,Reptilia,26644,Squamata,Colubridae
36819797,21/12/19,2019-12-21 02:47:25 UTC,research,"ホランド・ビレッジ, シンガポール, SG",1.329768382,103.7812511,357,357,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
36819827,21/12/19,2019-12-21 03:07:57 UTC,research,"King Albert Park, ホランド・ビレッジ, シンガポール, SG",1.334506473,103.7811954,188,188,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
36824929,21/12/19,,research,"Bidadari Park Drive, Singapore",1.3398381,103.8733111,195,195,,open,FALSE,,,Finlayson's Squirrel,Callosciurus finlaysonii,Finlayson's Squirrel,Mammalia,45949,Rodentia,Sciuridae
36824936,21/12/19,,research,"Bidadari Park Drive, Singapore",1.3398381,103.8733111,195,195,,open,FALSE,,,Finlayson's Squirrel,Callosciurus finlaysonii,Finlayson's Squirrel,Mammalia,45949,Rodentia,Sciuridae
36824967,21/12/19,,research,"Pasir Ris, Singapore",1.379080835,103.9529313,179,179,,open,FALSE,,,Mangrove Viper,Trimeresurus purpureomaculatus,Mangrove Viper,Reptilia,98700,Squamata,Viperidae
36824974,21/12/19,,research,"Pasir Ris, Singapore",1.376451939,103.9507672,100,100,,open,FALSE,,,Red-eared Slider,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
36847790,30/10/19,2019-10-30 01:09:00 UTC,research,"Lim Chu Kang, Singapore",1.446171665,103.7289947,27,27,,,FALSE,,,Flat-tailed House Gecko,Hemidactylus platyurus,Flat-tailed House Gecko,Reptilia,33376,Squamata,Gekkonidae
36847791,30/10/19,2019-10-30 01:10:00 UTC,research,"Lim Chu Kang, Singapore",1.446138249,103.7290122,25,25,,open,FALSE,,,Lesser Short-nosed Fruit Bat,Cynopterus brachyotis,Lesser Short-nosed Fruit Bat,Mammalia,40793,Chiroptera,Pteropodidae
36847812,30/10/19,2019-10-30 01:53:00 UTC,research,"Lim Chu Kang, Singapore",1.444391695,103.7247021,63,63,,open,FALSE,,,Asian House Gecko,Hemidactylus frenatus,Asian House Gecko,Reptilia,51940,Squamata,Gekkonidae
36854054,30/10/19,2019-10-30 03:05:00 UTC,research,"Lim Chu Kang, Singapore",1.44858005,103.7278974,157,157,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36854060,30/10/19,2019-10-30 03:12:00 UTC,research,"Lim Chu Kang, Singapore",1.446081029,103.7282997,10,10,,open,FALSE,,,Paradise Flying Snake,Chrysopelea paradisi,Paradise Flying Snake,Reptilia,27214,Squamata,Colubridae
36854074,30/10/19,2019-10-30 03:53:00 UTC,research,"Lim Chu Kang, Singapore",1.443849252,103.7348762,390,390,,open,FALSE,,,Common Sun Skink,Eutropis multifasciata,Common Sun Skink,Reptilia,38008,Squamata,Scincidae
36876224,23/12/19,2019-12-23 02:15:00 UTC,research,"Pasir Ris, Singapore",1.378860341,103.9475549,15,15,,open,FALSE,,,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
36876762,23/12/19,2019-12-23 02:08:00 UTC,research,"30 Venus Dr, Singapore 573858",1.3599293,103.8272626,210,210,,,FALSE,,,Black-barbed Flying Dragon,Draco melanopogon,Black-barbed Flying Dragon,Reptilia,31190,Squamata,Agamidae
36877314,23/12/19,2019-12-23 04:30:11 UTC,research,"Singapore Botanic Gardens, Holland Village, Singapore, SG",1.314326753,103.8155806,48,48,,open,FALSE,,,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
36879937,5/1/19,2019-01-04 16:41:26 UTC,research,"Bukit Timah Nature Reserve, Singapore, Singapore, SG",1.353887721,103.7776245,863,863,,open,FALSE,,,Wagler's Pit Viper,Tropidolaemus wagleri,Wagler's Pit Viper,Reptilia,30936,Squamata,Viperidae
36880032,25/5/17,2017-05-24 18:23:33 UTC,research,"Bukit Timah Nature Reserve, Singapore, Singapore, SG",1.353907653,103.77752,851,851,,open,FALSE,,,Wagler's Pit Viper,Tropidolaemus wagleri,Wagler's Pit Viper,Reptilia,30936,Squamata,Viperidae
36880860,23/6/19,2019-06-23 03:17:00 UTC,research,"Singapore Botanic Gardens, Holland Village, Singapore, SG",1.314634755,103.8156294,28,28,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
36881027,30/4/16,2016-04-30 03:08:00 UTC,research,"301 Neo Tiew Cres, Singapore 718925",1.4479987,103.7245442,212,212,,open,FALSE,,,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
36881945,12/10/18,2018-10-11 20:57:53 UTC,research,pulau ubin,1.412281,103.95784,265,265,,open,FALSE,,,Oriental Whipsnake,Ahaetulla prasina,Oriental Whipsnake,Reptilia,30187,Squamata,Colubridae
36881997,20/12/19,2019-12-20 13:57:00 UTC,research,"Rail Corridor, Bukit Timah, Singapore.",1.33054,103.780489,500,500,,open,FALSE,,manual,Dark-sided Chorus Frog,Microhyla heymonsi,Dark-sided Chorus Frog,Amphibia,24826,Anura,Microhylidae
36882269,30/4/16,2016-04-30 01:43:00 UTC,research,"301 Neo Tiew Cres, Singapore 718925",1.4479987,103.7245442,212,212,,open,FALSE,,,Saltwater Crocodile,Crocodylus porosus,Saltwater Crocodile,Reptilia,26068,Crocodylia,Crocodylidae
36901233,18/12/19,2019-12-18 03:24:21 UTC,research,"Route 1, Lim Chu Kang, Singapore, SG",1.445838837,103.7278612,22,22,,open,FALSE,,,Saltwater Crocodile,Crocodylus porosus,Saltwater Crocodile,Reptilia,26068,Crocodylia,Crocodylidae
36903699,24/12/19,2019-12-24 01:39:37 UTC,research,,1.268565507,103.9001762,154,31447,,obscured,TRUE,,,Smooth-coated Otter,Lutrogale perspicillata,Smooth-coated Otter,Mammalia,41856,Carnivora,Mustelidae
36912119,21/12/19,2019-12-21 04:06:00 UTC,research,Bukit Gombak,1.358914695,103.7518308,263,263,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
36929789,22/4/19,2019-04-23 04:19:00 UTC,research,,1.267225891,103.9660147,259,31447,,obscured,TRUE,,,Crab-eating Macaque,Macaca fascicularis,Long-tailed Macaque,Mammalia,43459,Primates,Cercopithecidae
36931160,30/10/19,2019-10-30 04:22:00 UTC,research,"Lim Chu Kang, Singapore",1.441096412,103.7366856,25,25,,open,FALSE,,,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
36931165,30/10/19,2019-10-30 04:43:00 UTC,research,"Lim Chu Kang, Singapore",1.440147123,103.7358351,64,64,,open,FALSE,,,Rotwangenschmuckschildkröte,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
36932046,25/12/19,,research,"Bukit Panjang, Singapore",1.362522062,103.7785692,315,315,,open,FALSE,,,Equatorial Spitting Cobra,Naja sumatrana,Equatorial Spitting Cobra,Reptilia,106451,Squamata,Elapidae
36932048,25/12/19,,research,"Bukit Panjang, Singapore",1.363838741,103.7723335,117,117,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36935653,31/10/19,2019-10-31 00:10:00 UTC,research,"Boon Lay, Singapore",1.319357981,103.7058918,178,178,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36935654,31/10/19,2019-10-31 00:22:00 UTC,research,"Boon Lay, Singapore",1.317745252,103.7058536,122,122,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
36935754,31/10/19,2019-10-31 01:22:00 UTC,research,"Tanglin, Singapore",1.311666894,103.8148308,65,65,,open,FALSE,,,Common Sun Skink,Eutropis multifasciata,Common Sun Skink,Reptilia,38008,Squamata,Scincidae
36935755,31/10/19,2019-10-31 01:27:00 UTC,research,"Tanglin, Singapore",1.311790641,103.814871,46,46,,open,FALSE,,,Common Treeshrew,Tupaia glis,Common Treeshrew,Mammalia,46283,Scandentia,Tupaiidae
36935951,25/12/19,2019-12-25 02:15:00 UTC,research,"Bishan, Singapore",1.359339,103.8261,,,,open,FALSE,,,Common Sun Skink,Eutropis multifasciata,Common Sun Skink,Reptilia,38008,Squamata,Scincidae
36935963,25/12/19,2019-12-25 02:54:00 UTC,research,"Bishan, Singapore",1.35917,103.8244,,,,open,FALSE,,,Slender Squirrel,Sundasciurus tenuis,Lowland Slender Squirrel,Mammalia,46150,Rodentia,Sciuridae
36935975,25/12/19,2019-12-25 03:42:00 UTC,research,"Bishan, Singapore",1.357518,103.8232,,,,,FALSE,,,Green Crested Lizard,Bronchocela cristatella,Green Crested Lizard,Reptilia,31302,Squamata,Agamidae
36935976,25/12/19,2019-12-25 03:43:00 UTC,research,,1.323843087,103.9580207,,31447,,obscured,TRUE,,,Crab-eating Macaque,Macaca fascicularis,Long-tailed Macaque,Mammalia,43459,Primates,Cercopithecidae
36935989,25/12/19,2019-12-25 04:23:00 UTC,research,"Bishan, Singapore",1.360028,103.8238,,,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36935992,25/12/19,2019-12-25 04:34:00 UTC,research,"Bishan, Singapore",1.360727,103.8251,,,,open,FALSE,,,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
36939898,31/10/19,2019-10-31 05:58:00 UTC,research,"Bukit Merah, Singapore",1.276282607,103.8147497,658,658,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36939910,31/10/19,2019-10-31 07:29:00 UTC,research,"Bukit Merah, Singapore",1.278438458,103.8041282,825,825,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
36939918,31/10/19,2019-10-31 08:09:00 UTC,research,"Tanglin, Singapore",1.314482675,103.8142421,136,136,,open,FALSE,,,Varanus salvator macromaculatus,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
36939919,31/10/19,2019-10-31 08:09:00 UTC,research,"Tanglin, Singapore",1.314526703,103.8146061,56,56,,open,FALSE,,,Rotwangenschmuckschildkröte,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
36939920,31/10/19,2019-10-31 08:10:00 UTC,research,"Tanglin, Singapore",1.31460003,103.8145902,72,72,,open,FALSE,,,Rotwangenschmuckschildkröte,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
36959200,26/12/19,2019-12-26 05:30:24 UTC,research,"Labrador Nature Reserve, Singapore, Singapore, SG",1.26481167,103.8043667,10,10,,open,FALSE,,,Equatorial Spitting Cobra,Naja sumatrana,Equatorial Spitting Cobra,Reptilia,106451,Squamata,Elapidae
36966487,26/12/19,2019-12-26 11:46:56 UTC,research,"Singapore Changi Airport, Changi, Singapore, SG",1.357845,103.98635,28,28,,,FALSE,,,Mourning Gecko,Lepidodactylus lugubris,Mourning Gecko,Reptilia,104226,Squamata,Gekkonidae
36968221,26/12/19,2019-12-26 04:36:00 UTC,research,"Pulau Ubin, Singapore",1.409370361,103.982927,195,195,,open,FALSE,,,Sus scrofa vittatus,Sus scrofa vittatus,Banded Pig,Mammalia,209354,Artiodactyla,Suidae
36969820,26/12/19,2019-12-26 06:39:00 UTC,research,"Pulau Ubin, Singapore",1.408333333,103.9894444,,,,open,FALSE,,,Oriental Whipsnake,Ahaetulla prasina,Oriental Whipsnake,Reptilia,30187,Squamata,Colubridae
36978310,30/1/00,,research,"Central Water Catchment, Singapore",1.348837932,103.8205482,800,800,,open,FALSE,,,Sunda Colugo,Galeopterus variegatus,Sunda Colugo,Mammalia,74351,Dermoptera,Cynocephalidae
36989408,27/12/19,2019-12-27 03:56:17 UTC,research,"Cluny Park Way, Holland Village, Singapore, SG",1.319955413,103.815596,6,6,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
36989526,27/12/19,2019-12-27 03:58:19 UTC,research,"Red Brick Path, Holland Village, Singapore, SG",1.320112722,103.8157175,6,6,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
36989557,27/12/19,2019-12-27 03:28:32 UTC,research,"Queenstown, Singapore",1.299444437,103.7705536,,,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
36989877,27/12/19,2019-12-26 20:11:24 UTC,research,"Singapore Botanic Gardens, Holland Village, Singapore, SG",1.320792571,103.8162673,4,4,,open,FALSE,,,Rotwangenschmuckschildkröte,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
36992576,27/12/19,2019-12-27 01:25:54 UTC,research,"Sungei Buloh Wetland Reserve, Lim Chu Kang, Singapore, SG",1.44554078,103.7298037,288,288,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
37016273,20/12/19,2019-12-20 10:26:15 UTC,research,"Bukit Timah, Singapore",1.332222223,103.7811127,,,,open,FALSE,gps,gps,Greenhouse Frog,Eleutherodactylus planirostris,Greenhouse Frog,Amphibia,22631,Anura,Eleutherodactylidae
37017527,24/12/19,2019-12-23 18:08:00 UTC,research,Pasir Ris Park Mangrove Boardwalk,1.375121017,103.9518445,263,263,,open,FALSE,gps,gps,Mangrove Viper,Trimeresurus purpureomaculatus,Mangrove Viper,Reptilia,98700,Squamata,Viperidae
37024004,28/12/19,2019-12-28 02:49:00 UTC,research,"Central Water Catchment, Singapore",1.397561,103.8042,,,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
37061474,29/12/19,,research,"HarbourFront, Singapore",1.268030212,103.8045077,114,114,,open,FALSE,,,Common Sun Skink,Eutropis multifasciata,Common Sun Skink,Reptilia,38008,Squamata,Scincidae
37090288,20/12/19,2019-12-20 07:19:00 UTC,research,"100 Dairy Farm Rd, Singapore 679057",1.3618794,103.7753145,212,212,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
37091974,30/12/19,2019-12-30 00:55:39 UTC,research,"Central Catchment Area, Singapore, Singapore, SG",1.376503755,103.8245225,167,167,,open,FALSE,,,Lesser Oriental Chevrotain,Tragulus kanchil,Lesser Oriental Chevrotain,Mammalia,75193,Artiodactyla,Tragulidae
37093404,30/12/19,2019-12-30 09:42:52 UTC,research,,1.28317992,103.9921505,4,31447,obscured,,TRUE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
37095943,21/12/19,2019-12-21 02:30:00 UTC,research,"Hindhede Dr, Singapore",1.3489085,103.775735,205,205,,open,FALSE,,,Sunda Colugo,Galeopterus variegatus,Sunda Colugo,Mammalia,74351,Dermoptera,Cynocephalidae
37095947,21/12/19,2019-12-21 02:25:00 UTC,research,"Hindhede Dr, Singapore",1.3489085,103.775735,205,205,,open,FALSE,,,Oriental Whipsnake,Ahaetulla prasina,Oriental Whipsnake,Reptilia,30187,Squamata,Colubridae
37095948,21/12/19,2019-12-21 02:28:00 UTC,research,"Hindhede Dr, Singapore",1.3489085,103.775735,205,205,,open,FALSE,,,Sunda Colugo,Galeopterus variegatus,Sunda Colugo,Mammalia,74351,Dermoptera,Cynocephalidae
