id,observed_on,time_observed_at,quality_grade,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_order_name,taxon_family_name
60404176,21/9/20,2020-09-21 09:53:43 UTC,research,Sungei Buloh Wetland Reserve,1.447998648,103.7245443,263,263,,open,FALSE,gps,gps,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
60404254,21/9/20,2020-09-21 03:45:49 UTC,research,Sungei Buloh Wetland Reserve,1.447998648,103.7245443,263,263,,open,FALSE,gps,gps,Varanus salvator macromaculatus,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
60404402,21/9/20,2020-09-21 02:45:56 UTC,research,Sungei Buloh Wetland Reserve,1.447998648,103.7245443,263,263,,open,FALSE,gps,gps,Oriental Whipsnake,Ahaetulla prasina,Oriental Whipsnake,Reptilia,30187,Squamata,Colubridae
60404453,21/9/20,2020-09-20 18:42:10 UTC,research,Sungei Buloh Wetland Reserve,1.447998648,103.7245443,263,263,,open,FALSE,gps,gps,Saltwater Crocodile,Crocodylus porosus,Saltwater Crocodile,Reptilia,26068,Crocodylia,Crocodylidae
60404487,22/9/20,2020-09-22 02:01:45 UTC,research,"Lim Chu Kang, Singapore",1.444723972,103.733728,,,,open,FALSE,gps,gps,veverka znamenaná,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60404822,22/9/20,2020-09-22 02:26:33 UTC,research,"Sg Buloh Wetland Reserve, Singapore",1.446061,103.728963,,,,open,FALSE,gps,gps,Lesser Short-nosed Fruit Bat,Cynopterus brachyotis,Lesser Short-nosed Fruit Bat,Mammalia,40793,Chiroptera,Pteropodidae
60404932,22/9/20,2020-09-22 02:44:12 UTC,research,"Lim Chu Kang, Singapore",1.447699,103.730087,,,,open,FALSE,gps,gps,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60405281,22/9/20,2020-09-22 03:10:44 UTC,research,"Lim Chu Kang, Singapore",1.444298,103.73511,,,,open,FALSE,gps,gps,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60409772,22/9/20,,research,Pei Tong Primary,1.31531754,103.7682576,14,14,,open,FALSE,gps,gps,Southeast Asian Palm Civet,Paradoxurus musangus,Southeast Asian Palm Civet,Mammalia,854000,Carnivora,Viverridae
60412306,22/9/20,2020-09-22 07:03:00 UTC,research,"Lornie Road, Singapore 298735",1.3413779,103.8348204,208,208,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
60412307,22/9/20,2020-09-22 07:05:00 UTC,research,"Lornie Road, Singapore 298735",1.3413779,103.8348204,208,208,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
60488316,23/9/20,2020-09-23 02:02:35 UTC,research,Khoo Teck Puat Hospital,1.424614118,103.838217,526,526,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60495908,23/9/20,2020-09-22 17:32:39 UTC,research,"Tanglin, Singapore",1.29250288,103.8301163,,,,open,FALSE,gps,gps,Red-eared Slider,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
60496658,23/9/20,2020-09-23 05:46:16 UTC,research,Khoo Teck Puat Hospital,1.424614118,103.838217,526,526,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60496677,23/9/20,2020-09-23 05:46:49 UTC,research,Khoo Teck Puat Hospital,1.424614118,103.838217,526,526,,open,FALSE,gps,gps,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60497315,23/9/20,2020-09-23 07:48:15 UTC,research,"Turf Club Road, Bukit Timah, Singapore, SG",1.338645,103.797255,20,20,,,FALSE,,,Varanus nebulosus,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
60500617,23/9/20,2020-09-23 01:36:50 UTC,research,"Tanglin, Singapore",1.292497754,103.8301163,,,,open,FALSE,gps,gps,Red-eared Slider,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
60512881,6/9/20,2020-09-06 11:38:00 UTC,research,"Bukit Panjang, Singapore",1.356857858,103.7719219,8,8,,,FALSE,,,Green Crested Lizard,Bronchocela cristatella,Green Crested Lizard,Reptilia,31302,Squamata,Agamidae
60512990,6/9/20,2020-09-06 11:46:00 UTC,research,"Bukit Panjang, Singapore",1.35689301,103.7718974,8,8,,open,FALSE,,,Banded Flying Snake,Chrysopelea pelias,Banded Flying Snake,Reptilia,97808,Squamata,Colubridae
60514232,23/9/20,2020-09-23 03:22:00 UTC,research,"Pulau Ubin, Singapore",1.4125659,103.9577334,4212,4212,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60514268,23/9/20,2020-09-23 01:42:00 UTC,research,"Pulau Ubin, Singapore",1.4125659,103.9577334,4212,4212,,open,FALSE,,,Asian House Gecko,Hemidactylus frenatus,Asian House Gecko,Reptilia,51940,Squamata,Gekkonidae
60515822,23/9/20,2020-09-23 07:12:00 UTC,research,"Pulau Ubin, Singapore",1.4125659,103.9577334,4212,4212,,open,FALSE,,,Asian House Gecko,Hemidactylus frenatus,Asian House Gecko,Reptilia,51940,Squamata,Gekkonidae
60579769,19/9/20,2020-09-19 06:22:00 UTC,research,"Pasir Ris Park, Singapore",1.378732062,103.9500144,23,23,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60580592,19/9/20,2020-09-19 06:34:00 UTC,research,"Pasir Ris Park - Lily Pond, Singapore",1.379370164,103.9496778,26,26,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60580746,15/1/14,,research,"Pulau Ubin, Singapore",1.4125659,103.9577334,4212,4212,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60581452,24/9/20,2020-09-24 03:31:57 UTC,research,"Anchorvale Drive, Sengkang, Singapore, SG",1.39080833,103.8912583,65,65,,,FALSE,,,Mourning Gecko,Lepidodactylus lugubris,Mourning Gecko,Reptilia,104226,Squamata,Gekkonidae
60585263,24/9/20,2020-09-24 03:44:56 UTC,research,Dairy Farm Nature Park,1.361879376,103.7753145,263,263,,,FALSE,gps,gps,Green Crested Lizard,Bronchocela cristatella,Green Crested Lizard,Reptilia,31302,Squamata,Agamidae
60586004,24/9/20,2020-09-23 16:17:48 UTC,research,"Upper Changi Road - West, Singapore",1.331672639,103.9450746,263,263,,open,FALSE,gps,gps,Asian Common Toad,Duttaphrynus melanostictus,Asian Common Toad,Amphibia,62345,Anura,Bufonidae
60593370,27/3/16,2016-03-26 21:26:00 UTC,research,"Tanglin, Singapore",1.316757175,103.8157419,675,675,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
60593499,27/3/16,2016-03-26 21:22:00 UTC,research,"Tanglin, Singapore",1.314781907,103.8161565,360,360,,open,FALSE,,,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
60593865,24/9/20,2020-09-24 09:12:41 UTC,research,Pei Hwa Presbyterian Primary School,1.338081043,103.7761299,263,263,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60596722,24/9/20,2020-09-24 04:41:08 UTC,research,"Bukit Panjang, Singapore",1.361879376,103.7753145,263,263,,,FALSE,gps,gps,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
60596824,24/9/20,2020-09-24 04:26:06 UTC,research,Fuyong Interim Park,1.357471736,103.7685879,263,263,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60609928,22/8/20,2020-08-22 02:45:00 UTC,research,"Upper Thomson Rd, Singapore",1.3853983,103.8210097,259,259,,open,FALSE,,,Wagler's Pit Viper,Tropidolaemus wagleri,Wagler's Pit Viper,Reptilia,30936,Squamata,Viperidae
60614782,30/8/20,2020-08-30 06:24:00 UTC,research,"Hindhede Dr, Singapore",1.3489085,103.775735,205,205,,open,FALSE,,,Common Sun Skink,Eutropis multifasciata,Common Sun Skink,Reptilia,38008,Squamata,Scincidae
60679650,25/9/20,2020-09-25 03:12:05 UTC,research,"Punggol Promenade Nature Walk, Punggol, Singapore, SG",1.408862933,103.9168308,6,6,,open,FALSE,,,Banded Pig,Sus scrofa vittatus,Banded Pig,Mammalia,209354,Artiodactyla,Suidae
60680513,25/9/20,2020-09-25 03:27:24 UTC,research,,1.568481219,103.9115649,65,31446,,obscured,TRUE,,,Smooth-coated Otter,Lutrogale perspicillata,Smooth-coated Otter,Mammalia,41856,Carnivora,Mustelidae
60684693,25/9/20,2020-09-25 04:41:12 UTC,research,"Bukit Batok Nature Park, Bukit Batok, Singapore, SG",1.348965643,103.7628589,10,10,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60686113,25/9/20,2020-09-24 21:11:29 UTC,research,"Bukit Merah, Singapore",1.292373831,103.8298868,86,86,,open,FALSE,gps,gps,Red-eared Slider,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
60687022,25/9/20,2020-09-25 00:37:00 UTC,research,"Pasir Ris, Singapore",1.378769784,103.9503449,122,122,,open,FALSE,,,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
60687031,25/9/20,2020-09-25 01:00:00 UTC,research,"Pasir Ris, Singapore",1.37839518,103.9520472,8,8,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60687034,25/9/20,2020-09-25 01:14:00 UTC,research,"Pasir Ris, Singapore",1.378588243,103.9532113,8,8,,open,FALSE,,,Red-eared Slider,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
60687038,25/9/20,2020-09-25 02:08:00 UTC,research,"Pasir Ris, Singapore",1.377601608,103.9524193,8,8,,open,FALSE,,,Ahaetulla prasina,Ahaetulla prasina,Oriental Whipsnake,Reptilia,30187,Squamata,Colubridae
60687040,25/9/20,2020-09-25 02:08:00 UTC,research,"Pasir Ris, Singapore",1.377177505,103.952312,8,8,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60687636,25/9/20,2020-09-25 03:14:28 UTC,research,"The Tembusu, Singapore",1.361763972,103.890249,,,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60696052,25/9/20,2020-09-25 01:25:40 UTC,research,"Tanglin, Singapore",1.292415059,103.829875,56,56,,open,FALSE,gps,gps,Red-eared Slider,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
60699172,25/9/20,2020-09-25 02:40:36 UTC,research,Khoo Teck Puat Hospital,1.424614118,103.838217,526,526,,open,FALSE,gps,gps,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60706033,25/9/20,2020-09-25 04:15:00 UTC,research,"Chestnut Ave, Singapore 679514",1.3712384,103.7795375,207,207,,open,FALSE,,,Sunda Colugo,Galeopterus variegatus,Sunda Colugo,Mammalia,74351,Dermoptera,Cynocephalidae
60706051,25/9/20,2020-09-25 06:33:00 UTC,research,"Hindhede Dr, Singapore 589318",1.3540562,103.7769454,516,516,,open,FALSE,,,Banded Pig,Sus scrofa vittatus,Banded Pig,Mammalia,209354,Artiodactyla,Suidae
60706054,25/9/20,2020-09-25 06:57:00 UTC,research,"Hindhede Dr, Singapore 589318",1.3540562,103.7769454,516,516,,open,FALSE,,,Wagler's Pit Viper,Tropidolaemus wagleri,Wagler's Pit Viper,Reptilia,30936,Squamata,Viperidae
60706652,25/9/20,2020-09-25 12:46:00 UTC,research,"MacRitchie Reservoir, Singapore",1.3447621,103.8223506,1727,1727,,open,FALSE,,,Asian House Gecko,Hemidactylus frenatus,Asian House Gecko,Reptilia,51940,Squamata,Gekkonidae
60706659,25/9/20,2020-09-25 12:46:00 UTC,research,"MacRitchie Reservoir, Singapore",1.3447621,103.8223506,1727,1727,,,FALSE,,,Gray Bronzeback,Dendrelaphis caudolineatus,Gray Bronzeback,Reptilia,26700,Squamata,Colubridae
60706676,25/9/20,2020-09-25 04:46:00 UTC,research,,1.249981168,103.8752935,1727,31447,,obscured,TRUE,,,Spiny Terrapin,Heosemys spinosa,Spiny Terrapin,Reptilia,40005,Testudines,Geoemydidae
60706683,25/9/20,2020-09-25 12:46:00 UTC,research,"MacRitchie Reservoir, Singapore",1.3447621,103.8223506,1727,1727,,open,FALSE,,,Common Sun Skink,Eutropis multifasciata,Common Sun Skink,Reptilia,38008,Squamata,Scincidae
60707140,25/9/20,2020-09-25 03:06:00 UTC,research,"Woodlands, Singapore",1.449622471,103.7784926,181,181,,open,FALSE,,,Oriental Whipsnake,Ahaetulla prasina,Oriental Whipsnake,Reptilia,30187,Squamata,Colubridae
60707206,25/9/20,2020-09-25 08:56:00 UTC,research,,1.435763332,103.6429034,181,31446,,obscured,TRUE,,,Long-tailed Macaque,Macaca fascicularis,Long-tailed Macaque,Mammalia,43459,Primates,Cercopithecidae
60709021,30/10/16,,research,Bukit Timah Nature Reserve,1.354071647,103.7769453,526,526,,open,FALSE,gps,gps,Wagler's Pit Viper,Tropidolaemus wagleri,Wagler's Pit Viper,Reptilia,30936,Squamata,Viperidae
60710911,2/12/17,,research,Dairy Farm Nature Park,1.361887085,103.7753145,263,263,,open,FALSE,gps,gps,Kopstein’s Bronzeback Snake,Dendrelaphis kopsteini,Kopstein's Bronzeback,Reptilia,99187,Squamata,Colubridae
60728805,25/9/20,2020-09-25 05:01:11 UTC,research,"Riverside Road, Woodlands, Singapore, SG",1.445457396,103.7799028,40,40,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60729465,25/9/20,2020-09-25 05:14:12 UTC,research,"Admiralty Road, Woodlands, Singapore, SG",1.449933552,103.7789061,26,26,,open,FALSE,,,Sumatran Flying Dragon,Draco sumatranus,Sumatran Flying Dragon,Reptilia,99567,Squamata,Agamidae
60729834,25/9/20,2020-09-25 05:38:40 UTC,research,"Riverside Road, Woodlands, Singapore, SG",1.444685107,103.7807425,15,15,,open,FALSE,,,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
60772619,5/11/17,,research,"Bukit Panjang, Singapore",1.3489162,103.775735,263,263,,open,FALSE,gps,gps,Kopstein’s Bronzeback Snake,Dendrelaphis kopsteini,Kopstein's Bronzeback,Reptilia,99187,Squamata,Colubridae
60783614,26/9/20,2020-09-26 02:30:52 UTC,research,"Woodleigh Park, Serangoon, Singapore, SG",1.335431385,103.8683826,14,14,,open,FALSE,,,Finlayson's Squirrel,Callosciurus finlaysonii,Finlayson's Squirrel,Mammalia,45949,Rodentia,Sciuridae
60787293,26/9/20,2020-09-26 01:35:14 UTC,research,"Hougang, Singapore",1.363053,103.889644,,,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60791200,26/9/20,2020-09-26 01:08:00 UTC,research,,1.563857973,103.9898916,201,31446,,obscured,TRUE,,,Smooth-coated Otter,Lutrogale perspicillata,Smooth-coated Otter,Mammalia,41856,Carnivora,Mustelidae
60791392,26/9/20,2020-09-26 02:04:00 UTC,research,Singapore,1.4479987,103.7245442,212,212,,open,FALSE,,,Mangrove Viper,Trimeresurus purpureomaculatus,Mangrove Viper,Reptilia,98700,Squamata,Viperidae
60793543,16/9/19,2019-09-16 12:21:00 UTC,research,Jurong Eco Garden,1.352258238,103.6927057,606,606,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60795889,26/9/20,2020-09-25 22:07:33 UTC,research,Singapore,1.4283164,103.8272789,12,12,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60796598,26/9/20,2020-09-26 02:12:00 UTC,research,,1.245588838,103.7912933,61,31447,,obscured,TRUE,,,Long-tailed Macaque,Macaca fascicularis,Long-tailed Macaque,Mammalia,43459,Primates,Cercopithecidae
60797631,25/9/20,2020-09-24 23:12:00 UTC,research,Sembawang canal,1.458454,103.811879,1817,1817,,open,FALSE,,,Reticulated Python,Malayopython reticulatus,Reticulated Python,Reptilia,491869,Squamata,Pythonidae
60797916,28/3/20,2020-03-28 08:25:00 UTC,research,,1.498611237,103.8899765,,31446,,obscured,TRUE,,,Smooth-coated Otter,Lutrogale perspicillata,Smooth-coated Otter,Mammalia,41856,Carnivora,Mustelidae
60797946,4/4/20,2020-04-03 23:49:00 UTC,research,"Sembawang, Singapore",1.455808028,103.8128509,,,,open,FALSE,,,Reticulated Python,Malayopython reticulatus,Reticulated Python,Reptilia,491869,Squamata,Pythonidae
60798224,8/8/20,2020-08-08 01:15:00 UTC,research,"Bukit Merah, Singapore",1.273669917,103.8026047,,,,open,FALSE,,,Écureuil plantain,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60798548,20/3/16,,research,,1.380191781,103.8706621,2104,31447,,obscured,TRUE,gps,gps,Spiny Terrapin,Heosemys spinosa,Spiny Terrapin,Reptilia,40005,Testudines,Geoemydidae
60799650,26/9/20,2020-09-26 06:30:48 UTC,research,"Blk 248, Singapore",1.360429716,103.8935487,5,5,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60802051,26/9/20,2020-09-26 10:37:00 UTC,research,"60 Pasir Ris Drive 3, Singapore 519497",1.3778801,103.9525284,212,212,,open,FALSE,,,Mangrove Viper,Trimeresurus purpureomaculatus,Mangrove Viper,Reptilia,98700,Squamata,Viperidae
60802547,26/9/20,2020-09-26 13:07:00 UTC,research,,1.23512439,103.8181761,15,31447,,obscured,TRUE,,,Smooth-coated Otter,Lutrogale perspicillata,Smooth-coated Otter,Mammalia,41856,Carnivora,Mustelidae
60805582,26/9/20,2020-09-26 08:08:00 UTC,research,"Varsity Park Condo, West Coast Road, Singapore",1.296210079,103.768774,3,3,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60807317,25/9/20,2020-09-25 05:53:46 UTC,research,Cassia Drive,1.335146164,103.8038905,212,212,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60808169,17/5/06,,research,,1.358119243,103.6780703,529,31447,,obscured,TRUE,,,Long-tailed Macaque,Macaca fascicularis,Long-tailed Macaque,Mammalia,43459,Primates,Cercopithecidae
60808822,26/9/20,2020-09-26 03:14:13 UTC,research,"Pasir Ris Park, Pasir Ris, Singapore, SG",1.379675639,103.9511654,357,357,,open,FALSE,,,Mangrove Viper,Trimeresurus purpureomaculatus,Mangrove Viper,Reptilia,98700,Squamata,Viperidae
60816522,26/9/20,2020-09-26 06:38:43 UTC,research,"Bukit Panjang, Singapore",1.361879376,103.7753145,263,263,,open,FALSE,gps,gps,Common Sun Skink,Eutropis multifasciata,Common Sun Skink,Reptilia,38008,Squamata,Scincidae
60833067,26/9/20,2020-09-26 02:40:00 UTC,research,"Upper Seletar Reservoir Park, Singapore",1.399670374,103.8081336,15,15,,,FALSE,,,Southern White-lipped Frog,Chalcorana labialis,Malayan White-lipped Frog,Amphibia,476270,Anura,Ranidae
60833282,23/9/20,2020-09-23 04:44:00 UTC,research,Singapore,1.352083,103.819836,33607,33607,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60833342,26/9/20,2020-09-26 02:42:00 UTC,research,"Upper Seletar Reservoir Park, Singapore",1.399670374,103.8081336,15,15,,,FALSE,,,Southern White-lipped Frog,Chalcorana labialis,Malayan White-lipped Frog,Amphibia,476270,Anura,Ranidae
60913152,27/9/20,2020-09-26 23:54:00 UTC,research,"Sembawang, Singapore",1.436156972,103.8232574,,,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60916687,26/9/20,2020-09-26 02:39:00 UTC,research,"Sungei Buloh Wetland Reserve, Singapore",1.446117008,103.7281979,135,135,,open,FALSE,gps,gps,Paradise Flying Snake,Chrysopelea paradisi,Paradise Flying Snake,Reptilia,27214,Squamata,Colubridae
60916861,6/9/20,2020-09-06 05:28:00 UTC,research,"Baker St, Singapore",1.409152,103.8699364,212,212,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60920944,25/9/20,2020-09-25 10:22:00 UTC,research,"Central Water Catchment, Singapore",1.348891932,103.8328199,8,8,,open,FALSE,,,Lesser Oriental Chevrotain,Tragulus kanchil,Lesser Oriental Chevrotain,Mammalia,75193,Artiodactyla,Tragulidae
60921959,25/9/20,2020-09-25 09:08:00 UTC,research,"97B Upper Thomson Rd, Singapore 574328",1.348577,103.8349075,237,237,,,FALSE,,,Clouded Monitor,Varanus nebulosus,Clouded Monitor,Reptilia,39435,Squamata,Varanidae
60921965,23/9/20,2020-09-23 05:20:00 UTC,research,"97B Upper Thomson Rd, Singapore 574328",1.348577,103.8349075,237,237,,open,FALSE,,,Banded Pig,Sus scrofa vittatus,Banded Pig,Mammalia,209354,Artiodactyla,Suidae
60929222,27/9/20,2020-09-27 05:52:16 UTC,research,"Yale-NUS College, Commonwealth, Singapore, SG",1.30586167,103.7723533,25,25,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60933914,1/1/19,2018-12-31 23:00:00 UTC,research,"Western Water Catchment, Singapore",1.408225645,103.6923318,4797,4797,,open,FALSE,,,Lesser Short-nosed Fruit Bat,Cynopterus brachyotis,Lesser Short-nosed Fruit Bat,Mammalia,40793,Chiroptera,Pteropodidae
60933965,1/1/19,2018-12-31 23:01:00 UTC,research,"Western Water Catchment, Singapore",1.409482156,103.6969471,4644,4644,,open,FALSE,,,Plantain Squirrel,Callosciurus notatus,Plantain Squirrel,Mammalia,45945,Rodentia,Sciuridae
60933988,1/1/19,2018-12-31 23:00:00 UTC,research,"Western Water Catchment, Singapore",1.38903171,103.6992864,3906,3906,,open,FALSE,,,Saltwater Crocodile,Crocodylus porosus,Saltwater Crocodile,Reptilia,26068,Crocodylia,Crocodylidae
60942870,21/9/20,2020-09-20 23:32:00 UTC,research,,1.481480816,103.8434805,61,31446,,obscured,TRUE,,,Smooth-coated Otter,Lutrogale perspicillata,Smooth-coated Otter,Mammalia,41856,Carnivora,Mustelidae
60948550,27/9/20,2020-09-26 23:47:44 UTC,research,Jurong Lake Gardens,1.33589966,103.7261738,177,177,,open,FALSE,gps,gps,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
60948669,27/9/20,2020-09-27 04:58:21 UTC,research,Tiong Bahru Park,1.287369762,103.8246836,212,212,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60949437,27/9/20,2020-09-27 03:03:07 UTC,research,,1.276424769,103.9026038,,31447,,obscured,TRUE,gps,gps,Long-tailed Macaque,Macaca fascicularis,Long-tailed Macaque,Mammalia,43459,Primates,Cercopithecidae
60953903,27/9/20,2020-09-27 05:20:25 UTC,research,"Wave bridge, Singapore 821669",1.403742,103.9135346,,,,open,FALSE,gps,gps,Southeast Asian Water Monitor,Varanus salvator macromaculatus,Southeast Asian Water Monitor,Reptilia,39402,Squamata,Varanidae
60954275,27/9/20,2020-09-27 04:18:13 UTC,research,"Central Water Catchment, Singapore",1.397407,103.80409,,,,,FALSE,gps,gps,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
60960480,27/9/20,2020-09-27 03:34:00 UTC,research,,1.395740898,103.7436606,90,31447,,obscured,TRUE,,,Long-tailed Macaque,Macaca fascicularis,Long-tailed Macaque,Mammalia,43459,Primates,Cercopithecidae
60960483,27/9/20,2020-09-27 04:09:00 UTC,research,"Central Water Catchment, Singapore",1.359194437,103.8040148,73,73,,,FALSE,,,Green Crested Lizard,Bronchocela cristatella,Green Crested Lizard,Reptilia,31302,Squamata,Agamidae
60968556,27/9/20,2020-09-26 19:42:19 UTC,research,Sungei Buloh Wetland Reserve,1.448003006,103.7245443,212,212,,open,FALSE,gps,gps,Saltwater Crocodile,Crocodylus porosus,Saltwater Crocodile,Reptilia,26068,Crocodylia,Crocodylidae
60969355,27/9/20,2020-09-27 08:20:38 UTC,research,Sungei Buloh Wetland Reserve,1.448003006,103.7245443,212,212,,open,FALSE,gps,gps,Oriental Whipsnake,Ahaetulla prasina,Oriental Whipsnake,Reptilia,30187,Squamata,Colubridae
60973537,3/2/20,2020-02-03 20:24:00 UTC,research,新加坡中央集水區自然保護區,1.40887604,103.7791514,97,97,,,FALSE,,,Painted Bronzeback,Dendrelaphis pictus,Painted Bronzeback,Reptilia,26644,Squamata,Colubridae
60973538,3/2/20,2020-02-03 21:02:00 UTC,research,新加坡中央集水區自然保護區,1.408275407,103.7794518,104,104,,open,FALSE,,,Wagler's Pit Viper,Tropidolaemus wagleri,Wagler's Pit Viper,Reptilia,30936,Squamata,Viperidae
61066172,28/9/20,2020-09-27 19:31:14 UTC,research,"Tanglin, Singapore",1.292504311,103.8298492,,,,open,FALSE,gps,gps,Red-eared Slider,Trachemys scripta elegans,Red-eared Slider,Reptilia,51271,Testudines,Emydidae
61068473,28/9/20,2020-09-28 03:59:02 UTC,research,"Yale-NUS College, Commonwealth, Singapore, SG",1.307205572,103.7723218,25,25,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
61071800,28/9/20,2020-09-28 04:53:06 UTC,research,"Yale-NUS College, Commonwealth, Singapore, SG",1.30788667,103.77188,14,14,,,FALSE,,,Changeable Lizard,Calotes versicolor,Changeable Lizard,Reptilia,31281,Squamata,Agamidae
61073090,27/9/20,2020-09-27 04:58:37 UTC,research,"Rifle Range Road, Singapore, Singapore, SG",1.354129587,103.7947385,144,144,,open,FALSE,,,Banded Lipinia,Lipinia vittigera,Banded Lipinia,Reptilia,38122,Squamata,Scincidae
61073390,28/9/20,2020-09-28 03:54:48 UTC,research,"Pasir Ris Park, Pasir Ris, Singapore, SG",1.388358183,103.9396151,73,73,,open,FALSE,,,Banded Pig,Sus scrofa vittatus,Banded Pig,Mammalia,209354,Artiodactyla,Suidae
61077902,28/9/20,2020-09-28 03:54:00 UTC,research,,1.537931264,103.8832122,2249,31446,,obscured,TRUE,,,makak jávský,Macaca fascicularis,Long-tailed Macaque,Mammalia,43459,Primates,Cercopithecidae
